Village_ID,Village,State,District,Water_Source,pH,TDS,Hardness,Fluoride,Arsenic,Quality_Status
13114,Village_13114,Madhya Pradesh,Bhopal,Groundwater,8.18,1498,216,2.36,0.083,Unsafe
13115,Village_13115,Maharashtra,Muzaffarnagar,Groundwater,8.39,475,407,2.04,0.098,Unsafe
13116,Village_13116,Madhya Pradesh,Chennai,Groundwater,7.55,1466,101,2.8,0.031,Unsafe
13117,Village_13117,Gujarat,Nagpur,Groundwater,7.76,240,410,2.11,0.072,Unsafe
13118,Village_13118,West Bengal,Jaipur,Groundwater,8.26,257,104,0.34,0.066,Unsafe
13119,Village_13119,Gujarat,Patna,Groundwater,7.72,1133,296,2.49,0.075,Unsafe
13120,Village_13120,West Bengal,Muzaffarnagar,Groundwater,6.59,325,266,2.1,0.097,Unsafe
13121,Village_13121,Madhya Pradesh,Jaipur,Groundwater,7.3,316,174,0.85,0.065,Unsafe
13122,Village_13122,Tamil Nadu,Ahmedabad,Groundwater,6.99,418,156,1.04,0.013,Unsafe
13123,Village_13123,Bihar,Chennai,Groundwater,6.52,972,248,0.41,0.0,Unsafe
13124,Village_13124,Madhya Pradesh,Kolkata,Groundwater,6.8,356,482,1.43,0.081,Unsafe
13125,Village_13125,Maharashtra,Kolkata,Groundwater,7.84,1361,248,0.3,0.085,Unsafe
13126,Village_13126,Rajasthan,Muzaffarnagar,Groundwater,7.23,867,305,0.97,0.062,Unsafe
13127,Village_13127,Uttar Pradesh,Kolkata,Groundwater,8.43,1449,321,2.32,0.001,Unsafe
13128,Village_13128,Madhya Pradesh,Nagpur,Groundwater,8.18,1116,238,1.88,0.075,Unsafe
13129,Village_13129,Gujarat,Ahmedabad,Groundwater,7.79,528,133,1.03,0.05,Unsafe
13130,Village_13130,Gujarat,Muzaffarnagar,Groundwater,7.67,1314,305,2.18,0.046,Unsafe
13131,Village_13131,Gujarat,Bhopal,Groundwater,6.78,651,133,1.69,0.084,Unsafe
13132,Village_13132,Bihar,Patna,Groundwater,7.6,1192,451,1.97,0.065,Unsafe
13133,Village_13133,Gujarat,Jaipur,Groundwater,7.22,619,246,2.35,0.013,Unsafe
13134,Village_13134,Rajasthan,Kolkata,Groundwater,6.9,587,213,2.93,0.076,Unsafe
13135,Village_13135,Tamil Nadu,Bhopal,Groundwater,6.69,1382,179,1.49,0.06,Unsafe
13136,Village_13136,Uttar Pradesh,Nagpur,Groundwater,7.37,1208,470,2.39,0.014,Unsafe
13137,Village_13137,Uttar Pradesh,Bhopal,Groundwater,6.75,1036,327,1.97,0.039,Unsafe
13138,Village_13138,West Bengal,Nagpur,Groundwater,7.43,237,466,2.8,0.06,Unsafe
13139,Village_13139,West Bengal,Muzaffarnagar,Groundwater,7.27,1110,313,0.67,0.041,Unsafe
13140,Village_13140,Rajasthan,Bhopal,Groundwater,8.46,1062,204,1.48,0.051,Unsafe
13141,Village_13141,Bihar,Nagpur,Groundwater,7.01,897,110,1.82,0.038,Unsafe
13142,Village_13142,Gujarat,Muzaffarnagar,Groundwater,7.84,1205,356,0.73,0.01,Unsafe
13143,Village_13143,Madhya Pradesh,Muzaffarnagar,Groundwater,8.15,1230,164,0.42,0.008,Unsafe
13144,Village_13144,Bihar,Nagpur,Groundwater,8.41,434,190,1.93,0.063,Unsafe
13145,Village_13145,Gujarat,Nagpur,Groundwater,7.97,1433,480,0.47,0.04,Unsafe
13146,Village_13146,Madhya Pradesh,Chennai,Groundwater,7.74,425,277,0.96,0.047,Unsafe
13147,Village_13147,Bihar,Bhopal,Groundwater,6.93,502,350,2.14,0.073,Unsafe
13148,Village_13148,Bihar,Kolkata,Groundwater,8.16,223,189,2.1,0.069,Unsafe
13149,Village_13149,Tamil Nadu,Bhopal,Groundwater,8.05,778,160,1.59,0.039,Unsafe
13150,Village_13150,Uttar Pradesh,Nagpur,Groundwater,7.82,442,136,1.87,0.066,Unsafe
13151,Village_13151,West Bengal,Patna,Groundwater,6.88,1015,324,2.72,0.029,Unsafe
13152,Village_13152,Gujarat,Patna,Groundwater,6.91,1414,349,2.68,0.002,Unsafe
13153,Village_13153,Madhya Pradesh,Kolkata,Groundwater,8.19,908,475,1.86,0.052,Unsafe
13154,Village_13154,Tamil Nadu,Muzaffarnagar,Groundwater,6.66,1158,204,1.09,0.099,Unsafe
13155,Village_13155,West Bengal,Chennai,Groundwater,6.6,1239,270,0.83,0.086,Unsafe
13156,Village_13156,Uttar Pradesh,Chennai,Groundwater,7.6,1132,396,0.99,0.015,Unsafe
13157,Village_13157,Tamil Nadu,Bhopal,Groundwater,7.64,657,279,2.41,0.044,Unsafe
13158,Village_13158,Madhya Pradesh,Chennai,Groundwater,7.22,566,462,0.83,0.029,Unsafe
13159,Village_13159,Tamil Nadu,Chennai,Groundwater,7.25,1427,491,0.36,0.1,Unsafe
13160,Village_13160,Tamil Nadu,Chennai,Groundwater,7.21,226,483,1.83,0.041,Unsafe
13161,Village_13161,Bihar,Patna,Groundwater,8.15,225,255,1.16,0.088,Unsafe
13162,Village_13162,West Bengal,Ahmedabad,Groundwater,7.05,1351,211,2.35,0.036,Unsafe
13163,Village_13163,Tamil Nadu,Chennai,Groundwater,7.64,781,248,2.55,0.081,Unsafe
13164,Village_13164,West Bengal,Kolkata,Groundwater,7.97,1043,215,0.71,0.002,Unsafe
13165,Village_13165,Maharashtra,Bhopal,Groundwater,6.59,639,131,1.33,0.018,Unsafe
13166,Village_13166,Uttar Pradesh,Bhopal,Groundwater,7.16,783,459,2.51,0.001,Unsafe
13167,Village_13167,Madhya Pradesh,Bhopal,Groundwater,7.83,1133,421,0.67,0.1,Unsafe
13168,Village_13168,Maharashtra,Jaipur,Groundwater,6.92,1260,384,2.53,0.014,Unsafe
13169,Village_13169,Gujarat,Muzaffarnagar,Groundwater,6.59,201,442,1.38,0.068,Unsafe
13170,Village_13170,Uttar Pradesh,Jaipur,Groundwater,7.28,768,273,2.29,0.09,Unsafe
13171,Village_13171,Rajasthan,Kolkata,Groundwater,7.28,245,490,1.3,0.05,Unsafe
13172,Village_13172,Uttar Pradesh,Ahmedabad,Groundwater,7.82,777,134,1.42,0.003,Unsafe
13173,Village_13173,Uttar Pradesh,Patna,Groundwater,7.37,1066,133,0.48,0.061,Unsafe
13174,Village_13174,Maharashtra,Bhopal,Groundwater,6.61,805,309,0.42,0.016,Unsafe
13175,Village_13175,Uttar Pradesh,Chennai,Groundwater,8.45,412,167,0.56,0.05,Unsafe
13176,Village_13176,West Bengal,Muzaffarnagar,Groundwater,7.75,690,301,0.39,0.075,Unsafe
13177,Village_13177,Rajasthan,Kolkata,Groundwater,6.95,332,286,1.27,0.054,Unsafe
13178,Village_13178,Rajasthan,Nagpur,Groundwater,8.21,327,391,1.17,0.049,Unsafe
13179,Village_13179,Rajasthan,Muzaffarnagar,Groundwater,6.85,672,271,1.23,0.039,Unsafe
13180,Village_13180,Madhya Pradesh,Jaipur,Groundwater,7.05,1409,201,0.78,0.036,Unsafe
13181,Village_13181,Gujarat,Muzaffarnagar,Groundwater,8.12,1349,220,0.94,0.048,Unsafe
13182,Village_13182,Bihar,Patna,Groundwater,6.74,854,235,1.39,0.049,Unsafe
13183,Village_13183,Rajasthan,Nagpur,Groundwater,6.99,572,456,2.07,0.082,Unsafe
13184,Village_13184,West Bengal,Patna,Groundwater,7.5,204,408,2.02,0.0,Unsafe
13185,Village_13185,Maharashtra,Nagpur,Groundwater,7.31,754,338,1.25,0.042,Unsafe
13186,Village_13186,Gujarat,Kolkata,Groundwater,8.32,261,115,2.82,0.081,Unsafe
13187,Village_13187,Maharashtra,Kolkata,Groundwater,7.05,509,440,2.38,0.044,Unsafe
13188,Village_13188,Bihar,Nagpur,Groundwater,8.1,1453,143,2.4,0.016,Unsafe
13189,Village_13189,Gujarat,Muzaffarnagar,Groundwater,6.9,498,436,0.49,0.081,Unsafe
13190,Village_13190,Tamil Nadu,Kolkata,Groundwater,6.77,949,404,2.39,0.092,Unsafe
13191,Village_13191,Rajasthan,Jaipur,Groundwater,7.32,997,312,0.72,0.039,Unsafe
13192,Village_13192,Gujarat,Muzaffarnagar,Groundwater,7.16,1345,459,1.6,0.015,Unsafe
13193,Village_13193,Bihar,Nagpur,Groundwater,7.26,1159,378,2.24,0.028,Unsafe
13194,Village_13194,Maharashtra,Jaipur,Groundwater,7.66,299,421,2.95,0.051,Unsafe
13195,Village_13195,Maharashtra,Kolkata,Groundwater,8.4,214,438,0.9,0.057,Unsafe
13196,Village_13196,Rajasthan,Ahmedabad,Groundwater,6.98,298,287,0.82,0.1,Unsafe
13197,Village_13197,Rajasthan,Bhopal,Groundwater,6.61,838,164,0.93,0.027,Unsafe
13198,Village_13198,Tamil Nadu,Bhopal,Groundwater,7.84,1008,300,0.95,0.007,Unsafe
13199,Village_13199,Maharashtra,Nagpur,Groundwater,7.3,381,279,2.75,0.011,Unsafe
13200,Village_13200,West Bengal,Chennai,Groundwater,7.22,710,187,2.78,0.009,Unsafe
13201,Village_13201,Gujarat,Nagpur,Groundwater,8.14,1326,487,0.62,0.071,Unsafe
13202,Village_13202,West Bengal,Patna,Groundwater,7.76,602,227,2.9,0.015,Unsafe
13203,Village_13203,Tamil Nadu,Jaipur,Groundwater,7.93,245,240,1.86,0.032,Unsafe
13204,Village_13204,Gujarat,Nagpur,Groundwater,7.89,1132,341,1.42,0.06,Unsafe
13205,Village_13205,Uttar Pradesh,Muzaffarnagar,Groundwater,8.35,389,431,1.27,0.069,Unsafe
13206,Village_13206,Gujarat,Bhopal,Groundwater,6.76,313,152,2.85,0.082,Unsafe
13207,Village_13207,Uttar Pradesh,Nagpur,Groundwater,6.56,332,444,2.0,0.063,Unsafe
13208,Village_13208,Maharashtra,Bhopal,Groundwater,6.56,329,334,0.98,0.1,Unsafe
13209,Village_13209,Madhya Pradesh,Jaipur,Groundwater,7.93,1105,135,1.25,0.089,Unsafe
13210,Village_13210,Bihar,Nagpur,Groundwater,7.73,625,231,1.62,0.063,Unsafe
13211,Village_13211,Tamil Nadu,Nagpur,Groundwater,6.8,492,241,0.4,0.052,Unsafe
13212,Village_13212,West Bengal,Ahmedabad,Groundwater,8.01,1356,498,0.35,0.054,Unsafe
13213,Village_13213,Bihar,Chennai,Groundwater,6.85,1111,249,1.88,0.054,Unsafe
13214,Village_13214,Madhya Pradesh,Muzaffarnagar,Groundwater,8.04,1330,498,1.68,0.067,Unsafe
13215,Village_13215,Madhya Pradesh,Nagpur,Groundwater,6.77,472,212,2.68,0.061,Unsafe
13216,Village_13216,Gujarat,Patna,Groundwater,6.73,1336,102,1.9,0.075,Unsafe
13217,Village_13217,Maharashtra,Chennai,Groundwater,7.96,794,113,1.59,0.096,Unsafe
13218,Village_13218,West Bengal,Ahmedabad,Groundwater,8.33,642,114,0.44,0.071,Unsafe
13219,Village_13219,Gujarat,Jaipur,Groundwater,7.24,1116,394,1.83,0.077,Unsafe
13220,Village_13220,Gujarat,Patna,Groundwater,7.99,504,463,1.83,0.048,Unsafe
13221,Village_13221,West Bengal,Ahmedabad,Groundwater,6.65,870,443,2.75,0.069,Unsafe
13222,Village_13222,Bihar,Jaipur,Groundwater,7.94,216,401,2.35,0.097,Unsafe
13223,Village_13223,Uttar Pradesh,Ahmedabad,Groundwater,8.19,549,180,1.41,0.055,Unsafe
13224,Village_13224,Rajasthan,Jaipur,Groundwater,7.4,995,275,0.65,0.006,Unsafe
13225,Village_13225,Rajasthan,Bhopal,Groundwater,8.06,1321,423,1.74,0.01,Unsafe
13226,Village_13226,Madhya Pradesh,Muzaffarnagar,Groundwater,8.42,1307,136,2.14,0.035,Unsafe
13227,Village_13227,Tamil Nadu,Nagpur,Groundwater,7.58,437,323,1.34,0.058,Unsafe
13228,Village_13228,Bihar,Kolkata,Groundwater,8.01,563,346,0.54,0.035,Unsafe
13229,Village_13229,Madhya Pradesh,Ahmedabad,Groundwater,7.06,671,273,2.63,0.003,Unsafe
13230,Village_13230,Madhya Pradesh,Patna,Groundwater,7.75,451,279,1.27,0.002,Safe
13231,Village_13231,Bihar,Jaipur,Groundwater,8.09,1264,344,1.85,0.05,Unsafe
13232,Village_13232,Rajasthan,Nagpur,Groundwater,7.81,608,288,1.3,0.036,Unsafe
13233,Village_13233,Tamil Nadu,Nagpur,Groundwater,7.65,1179,465,1.9,0.037,Unsafe
13234,Village_13234,Rajasthan,Bhopal,Groundwater,7.84,1068,248,2.73,0.033,Unsafe
13235,Village_13235,Madhya Pradesh,Chennai,Groundwater,8.35,1233,389,2.66,0.032,Unsafe
13236,Village_13236,Madhya Pradesh,Nagpur,Groundwater,7.05,331,288,2.88,0.073,Unsafe
13237,Village_13237,Madhya Pradesh,Kolkata,Groundwater,7.11,979,107,1.1,0.095,Unsafe
13238,Village_13238,Gujarat,Kolkata,Groundwater,7.74,1082,369,0.97,0.047,Unsafe
13239,Village_13239,Uttar Pradesh,Chennai,Groundwater,7.89,501,238,1.58,0.064,Unsafe
13240,Village_13240,Gujarat,Chennai,Groundwater,7.38,329,404,0.58,0.04,Unsafe
13241,Village_13241,Maharashtra,Muzaffarnagar,Groundwater,8.43,674,128,2.88,0.097,Unsafe
13242,Village_13242,Gujarat,Kolkata,Groundwater,7.23,985,422,2.96,0.025,Unsafe
13243,Village_13243,Madhya Pradesh,Chennai,Groundwater,8.43,462,310,2.1,0.057,Unsafe
13244,Village_13244,Uttar Pradesh,Jaipur,Groundwater,8.36,1221,289,1.62,0.019,Unsafe
13245,Village_13245,Uttar Pradesh,Muzaffarnagar,Groundwater,8.35,606,239,1.4,0.024,Unsafe
13246,Village_13246,Gujarat,Patna,Groundwater,7.81,562,363,2.22,0.073,Unsafe
13247,Village_13247,West Bengal,Jaipur,Groundwater,7.46,414,361,1.05,0.067,Unsafe
13248,Village_13248,Gujarat,Kolkata,Groundwater,7.65,992,148,1.62,0.021,Unsafe
13249,Village_13249,Rajasthan,Chennai,Groundwater,7.96,346,298,0.84,0.072,Unsafe
13250,Village_13250,Gujarat,Patna,Groundwater,6.92,295,122,2.64,0.028,Unsafe
13251,Village_13251,Gujarat,Chennai,Groundwater,7.66,847,122,2.7,0.027,Unsafe
13252,Village_13252,Madhya Pradesh,Ahmedabad,Groundwater,7.85,362,435,0.95,0.09,Unsafe
13253,Village_13253,Gujarat,Bhopal,Groundwater,6.59,379,392,0.3,0.013,Unsafe
13254,Village_13254,Maharashtra,Nagpur,Groundwater,7.99,1004,480,2.35,0.094,Unsafe
13255,Village_13255,Rajasthan,Ahmedabad,Groundwater,8.42,390,375,1.19,0.055,Unsafe
13256,Village_13256,Madhya Pradesh,Nagpur,Groundwater,7.23,300,158,0.73,0.033,Unsafe
13257,Village_13257,Gujarat,Kolkata,Groundwater,8.12,282,198,1.06,0.063,Unsafe
13258,Village_13258,Gujarat,Jaipur,Groundwater,6.85,1396,385,0.99,0.053,Unsafe
13259,Village_13259,Rajasthan,Patna,Groundwater,6.54,567,160,2.18,0.014,Unsafe
13260,Village_13260,Bihar,Jaipur,Groundwater,7.75,858,394,0.47,0.07,Unsafe
13261,Village_13261,Maharashtra,Kolkata,Groundwater,7.72,599,135,1.42,0.039,Unsafe
13262,Village_13262,West Bengal,Bhopal,Groundwater,7.77,674,370,2.54,0.071,Unsafe
13263,Village_13263,Madhya Pradesh,Ahmedabad,Groundwater,7.52,279,319,0.41,0.048,Unsafe
13264,Village_13264,Gujarat,Bhopal,Groundwater,7.4,812,129,0.9,0.086,Unsafe
13265,Village_13265,Rajasthan,Chennai,Groundwater,6.56,1390,186,2.23,0.026,Unsafe
13266,Village_13266,Madhya Pradesh,Jaipur,Groundwater,6.79,329,500,1.39,0.051,Unsafe
13267,Village_13267,Rajasthan,Kolkata,Groundwater,6.8,1089,219,0.6,0.058,Unsafe
13268,Village_13268,Tamil Nadu,Patna,Groundwater,7.84,1183,401,0.25,0.079,Unsafe
13269,Village_13269,Maharashtra,Muzaffarnagar,Groundwater,7.27,1292,140,1.85,0.051,Unsafe
13270,Village_13270,Uttar Pradesh,Chennai,Groundwater,7.13,631,476,1.0,0.007,Unsafe
13271,Village_13271,West Bengal,Kolkata,Groundwater,8.5,666,309,1.17,0.085,Unsafe
13272,Village_13272,Rajasthan,Chennai,Groundwater,7.36,253,219,2.03,0.04,Unsafe
13273,Village_13273,Gujarat,Jaipur,Groundwater,7.98,1186,432,1.52,0.033,Unsafe
13274,Village_13274,Maharashtra,Muzaffarnagar,Groundwater,8.39,359,140,0.95,0.015,Unsafe
13275,Village_13275,Madhya Pradesh,Jaipur,Groundwater,8.47,971,331,1.96,0.025,Unsafe
13276,Village_13276,West Bengal,Bhopal,Groundwater,7.78,1261,430,2.55,0.001,Unsafe
13277,Village_13277,Maharashtra,Bhopal,Groundwater,7.69,276,439,0.45,0.046,Unsafe
13278,Village_13278,Bihar,Kolkata,Groundwater,7.18,703,179,0.47,0.086,Unsafe
13279,Village_13279,Rajasthan,Kolkata,Groundwater,6.62,225,274,2.28,0.092,Unsafe
13280,Village_13280,Tamil Nadu,Nagpur,Groundwater,7.76,655,480,0.91,0.048,Unsafe
13281,Village_13281,Bihar,Ahmedabad,Groundwater,7.81,268,482,2.3,0.089,Unsafe
13282,Village_13282,Madhya Pradesh,Jaipur,Groundwater,7.62,1031,384,1.74,0.033,Unsafe
13283,Village_13283,West Bengal,Kolkata,Groundwater,8.07,1240,397,0.35,0.094,Unsafe
13284,Village_13284,Gujarat,Nagpur,Groundwater,6.68,1409,416,1.27,0.049,Unsafe
13285,Village_13285,Maharashtra,Ahmedabad,Groundwater,6.58,850,177,1.2,0.036,Unsafe
13286,Village_13286,Uttar Pradesh,Bhopal,Groundwater,7.49,635,448,2.66,0.085,Unsafe
13287,Village_13287,Tamil Nadu,Muzaffarnagar,Groundwater,8.46,1011,443,1.4,0.004,Unsafe
13288,Village_13288,Gujarat,Bhopal,Groundwater,6.51,1144,474,1.94,0.021,Unsafe
13289,Village_13289,Madhya Pradesh,Bhopal,Groundwater,7.88,317,153,1.04,0.005,Safe
13290,Village_13290,Tamil Nadu,Kolkata,Groundwater,7.95,713,192,2.03,0.078,Unsafe
13291,Village_13291,Bihar,Ahmedabad,Groundwater,8.18,1196,489,1.46,0.073,Unsafe
13292,Village_13292,Madhya Pradesh,Chennai,Groundwater,7.74,1109,368,2.87,0.034,Unsafe
13293,Village_13293,Maharashtra,Chennai,Groundwater,8.46,262,418,2.48,0.036,Unsafe
13294,Village_13294,Uttar Pradesh,Chennai,Groundwater,7.69,315,115,1.83,0.064,Unsafe
13295,Village_13295,Madhya Pradesh,Jaipur,Groundwater,6.8,282,313,1.49,0.016,Unsafe
13296,Village_13296,Tamil Nadu,Muzaffarnagar,Groundwater,7.27,333,169,1.91,0.067,Unsafe
13297,Village_13297,Madhya Pradesh,Muzaffarnagar,Groundwater,8.28,493,366,2.86,0.003,Unsafe
13298,Village_13298,Madhya Pradesh,Nagpur,Groundwater,6.92,538,359,0.69,0.02,Unsafe
13299,Village_13299,Madhya Pradesh,Jaipur,Groundwater,7.53,919,294,2.35,0.024,Unsafe
13300,Village_13300,Madhya Pradesh,Kolkata,Groundwater,7.9,621,106,2.78,0.023,Unsafe
13301,Village_13301,Maharashtra,Ahmedabad,Groundwater,8.39,1272,255,1.37,0.004,Unsafe
13302,Village_13302,Bihar,Bhopal,Groundwater,7.85,608,306,1.23,0.077,Unsafe
13303,Village_13303,Madhya Pradesh,Chennai,Groundwater,6.52,437,446,2.03,0.088,Unsafe
13304,Village_13304,Madhya Pradesh,Nagpur,Groundwater,7.94,1415,366,0.36,0.082,Unsafe
13305,Village_13305,Uttar Pradesh,Bhopal,Groundwater,8.03,502,408,1.62,0.016,Unsafe
13306,Village_13306,Bihar,Muzaffarnagar,Groundwater,7.0,392,445,2.63,0.018,Unsafe
13307,Village_13307,Gujarat,Chennai,Groundwater,8.37,1088,239,1.2,0.058,Unsafe
13308,Village_13308,West Bengal,Jaipur,Groundwater,8.24,553,430,1.76,0.016,Unsafe
13309,Village_13309,Tamil Nadu,Kolkata,Groundwater,6.51,497,147,0.24,0.009,Safe
13310,Village_13310,Tamil Nadu,Ahmedabad,Groundwater,7.12,1280,198,1.99,0.059,Unsafe
13311,Village_13311,Rajasthan,Patna,Groundwater,8.17,1133,297,1.58,0.079,Unsafe
13312,Village_13312,West Bengal,Muzaffarnagar,Groundwater,6.88,525,450,2.12,0.087,Unsafe
13313,Village_13313,Bihar,Ahmedabad,Groundwater,6.97,1267,500,0.96,0.08,Unsafe
13314,Village_13314,Gujarat,Ahmedabad,Groundwater,7.7,923,345,0.76,0.03,Unsafe
13315,Village_13315,Gujarat,Kolkata,Groundwater,7.74,1012,136,1.24,0.024,Unsafe
13316,Village_13316,Maharashtra,Kolkata,Groundwater,6.95,1444,315,1.53,0.079,Unsafe
13317,Village_13317,Gujarat,Chennai,Groundwater,7.16,1284,191,0.85,0.012,Unsafe
13318,Village_13318,Gujarat,Chennai,Groundwater,6.96,376,213,2.93,0.02,Unsafe
13319,Village_13319,Rajasthan,Nagpur,Groundwater,8.09,1298,136,1.13,0.078,Unsafe
13320,Village_13320,Maharashtra,Ahmedabad,Groundwater,7.86,1359,292,0.92,0.02,Unsafe
13321,Village_13321,Rajasthan,Patna,Groundwater,8.13,1142,386,0.95,0.063,Unsafe
13322,Village_13322,Uttar Pradesh,Patna,Groundwater,8.43,1162,332,0.53,0.029,Unsafe
13323,Village_13323,Madhya Pradesh,Ahmedabad,Groundwater,7.94,786,135,1.68,0.076,Unsafe
13324,Village_13324,Madhya Pradesh,Chennai,Groundwater,6.6,1333,439,2.97,0.012,Unsafe
13325,Village_13325,Madhya Pradesh,Kolkata,Groundwater,6.99,1025,287,0.51,0.02,Unsafe
13326,Village_13326,Tamil Nadu,Nagpur,Groundwater,7.49,1488,245,1.56,0.087,Unsafe
13327,Village_13327,Gujarat,Muzaffarnagar,Groundwater,7.4,1201,468,1.92,0.05,Unsafe
13328,Village_13328,West Bengal,Patna,Groundwater,6.55,259,130,1.62,0.057,Unsafe
13329,Village_13329,Maharashtra,Muzaffarnagar,Groundwater,7.07,763,468,1.72,0.023,Unsafe
13330,Village_13330,Bihar,Kolkata,Groundwater,6.62,1086,257,1.25,0.041,Unsafe
13331,Village_13331,Rajasthan,Ahmedabad,Groundwater,8.14,226,310,1.93,0.084,Unsafe
13332,Village_13332,Uttar Pradesh,Nagpur,Groundwater,7.4,490,269,1.21,0.005,Safe
13333,Village_13333,Rajasthan,Chennai,Groundwater,8.13,219,397,0.24,0.018,Unsafe
13334,Village_13334,Gujarat,Muzaffarnagar,Groundwater,7.59,480,221,1.73,0.051,Unsafe
13335,Village_13335,West Bengal,Nagpur,Groundwater,7.03,693,235,1.92,0.089,Unsafe
13336,Village_13336,West Bengal,Ahmedabad,Groundwater,8.04,769,457,2.94,0.016,Unsafe
13337,Village_13337,Maharashtra,Patna,Groundwater,7.55,1236,196,1.64,0.034,Unsafe
13338,Village_13338,Tamil Nadu,Jaipur,Groundwater,7.18,826,381,1.38,0.085,Unsafe
13339,Village_13339,Gujarat,Chennai,Groundwater,8.31,1063,145,1.59,0.015,Unsafe
13340,Village_13340,Gujarat,Patna,Groundwater,7.66,1102,122,0.9,0.076,Unsafe
13341,Village_13341,Rajasthan,Kolkata,Groundwater,7.26,1218,228,1.0,0.049,Unsafe
13342,Village_13342,Bihar,Patna,Groundwater,7.63,1384,322,2.29,0.02,Unsafe
13343,Village_13343,Tamil Nadu,Kolkata,Groundwater,6.82,433,424,1.09,0.095,Unsafe
13344,Village_13344,Bihar,Ahmedabad,Groundwater,6.8,315,143,2.29,0.017,Unsafe
13345,Village_13345,Gujarat,Bhopal,Groundwater,8.4,514,252,0.45,0.098,Unsafe
13346,Village_13346,Tamil Nadu,Chennai,Groundwater,8.32,929,477,0.43,0.005,Unsafe
13347,Village_13347,Rajasthan,Jaipur,Groundwater,7.14,847,357,2.71,0.043,Unsafe
13348,Village_13348,Maharashtra,Chennai,Groundwater,7.93,1059,312,1.3,0.017,Unsafe
13349,Village_13349,Madhya Pradesh,Jaipur,Groundwater,7.45,526,123,0.39,0.06,Unsafe
13350,Village_13350,Maharashtra,Muzaffarnagar,Groundwater,7.16,759,476,0.78,0.036,Unsafe
13351,Village_13351,Madhya Pradesh,Patna,Groundwater,8.43,976,177,1.66,0.051,Unsafe
13352,Village_13352,Bihar,Jaipur,Groundwater,8.46,461,491,2.5,0.083,Unsafe
13353,Village_13353,Maharashtra,Kolkata,Groundwater,7.76,832,221,2.33,0.051,Unsafe
13354,Village_13354,Tamil Nadu,Jaipur,Groundwater,8.01,573,233,1.59,0.044,Unsafe
13355,Village_13355,Bihar,Nagpur,Groundwater,6.68,519,441,2.91,0.093,Unsafe
13356,Village_13356,Madhya Pradesh,Chennai,Groundwater,7.64,1309,175,1.24,0.022,Unsafe
13357,Village_13357,Gujarat,Kolkata,Groundwater,8.2,596,369,1.57,0.098,Unsafe
13358,Village_13358,Tamil Nadu,Jaipur,Groundwater,6.58,854,116,1.02,0.004,Unsafe
13359,Village_13359,Tamil Nadu,Jaipur,Groundwater,8.0,856,392,0.73,0.088,Unsafe
13360,Village_13360,Bihar,Muzaffarnagar,Groundwater,7.62,313,113,0.28,0.099,Unsafe
13361,Village_13361,Rajasthan,Jaipur,Groundwater,7.15,641,352,2.54,0.076,Unsafe
13362,Village_13362,West Bengal,Nagpur,Groundwater,6.78,413,314,0.95,0.012,Unsafe
13363,Village_13363,Gujarat,Chennai,Groundwater,7.23,1207,244,1.17,0.058,Unsafe
13364,Village_13364,Rajasthan,Kolkata,Groundwater,6.6,1022,127,1.22,0.052,Unsafe
13365,Village_13365,Rajasthan,Muzaffarnagar,Groundwater,7.39,532,313,1.51,0.03,Unsafe
13366,Village_13366,Bihar,Patna,Groundwater,7.92,1029,201,1.51,0.066,Unsafe
13367,Village_13367,Tamil Nadu,Ahmedabad,Groundwater,7.02,1114,208,1.07,0.095,Unsafe
13368,Village_13368,Maharashtra,Jaipur,Groundwater,7.86,1240,208,1.36,0.044,Unsafe
13369,Village_13369,Rajasthan,Nagpur,Groundwater,6.66,299,324,2.75,0.014,Unsafe
13370,Village_13370,Madhya Pradesh,Muzaffarnagar,Groundwater,8.12,773,475,0.82,0.004,Unsafe
13371,Village_13371,Bihar,Nagpur,Groundwater,7.91,459,432,1.82,0.098,Unsafe
13372,Village_13372,Bihar,Muzaffarnagar,Groundwater,6.89,350,498,1.05,0.085,Unsafe
13373,Village_13373,Gujarat,Patna,Groundwater,6.6,919,282,2.86,0.046,Unsafe
13374,Village_13374,Tamil Nadu,Kolkata,Groundwater,8.07,459,392,0.62,0.041,Unsafe
13375,Village_13375,Tamil Nadu,Ahmedabad,Groundwater,7.29,1214,411,0.34,0.004,Unsafe
13376,Village_13376,West Bengal,Bhopal,Groundwater,8.22,296,463,0.92,0.037,Unsafe
13377,Village_13377,Maharashtra,Patna,Groundwater,7.94,535,215,0.42,0.025,Unsafe
13378,Village_13378,Gujarat,Muzaffarnagar,Groundwater,6.65,1087,147,2.94,0.03,Unsafe
13379,Village_13379,Tamil Nadu,Bhopal,Groundwater,7.69,888,233,2.89,0.079,Unsafe
13380,Village_13380,Tamil Nadu,Ahmedabad,Groundwater,7.55,786,306,0.84,0.039,Unsafe
13381,Village_13381,Gujarat,Bhopal,Groundwater,7.69,1340,466,0.63,0.096,Unsafe
13382,Village_13382,Rajasthan,Patna,Groundwater,7.35,662,426,1.56,0.076,Unsafe
13383,Village_13383,Gujarat,Patna,Groundwater,7.74,701,283,1.91,0.0,Unsafe
13384,Village_13384,Rajasthan,Jaipur,Groundwater,8.15,954,390,2.28,0.003,Unsafe
13385,Village_13385,West Bengal,Nagpur,Groundwater,8.31,1003,120,1.44,0.006,Unsafe
